Timestamp,Genul,Nivelul de învățământ la care predați:,Disciplina / aria curriculară predată:,Vechimea în învățământ (ani):,Localitatea (oraș/sat):,Mă simt capabil(ă) să formulez prompturi clare și eficiente pentru diverse sarcini educaționale.,Înțeleg suficient de bine modul în care funcționează AI generativă pentru a o integra în predare.,Pot identifica situațiile didactice în care utilizarea AI generative ar putea îmbunătăți învățarea elevilor.,Mă simt pregătit(ă) să explic elevilor cum să utilizeze responsabil instrumente de AI generativă.,Pot evalua calitatea și acuratețea conținutului generat de un model de AI.,Pot adapta activități deja existente pentru a include utilizarea AI generative.,"Pot detecta erorile, biasurile și limitările instrumentelor de AI generativă atunci când lucrez cu acestea.",Sunt sigur(ă) că pot proiecta o lecție în care elevii folosesc AI generativă într-un mod productiv.,Mă simt încrezător/oare că pot preveni confuziile elevilor atunci când utilizează AI.,Pot gestiona situațiile în care elevii folosesc AI într-un mod neadecvat sau impropriu.,Sunt sigur(ă) că pot integra AI generativă astfel încât să sprijin dezvoltarea competențelor elevilor.,Pot răspunde eficient întrebărilor elevilor legate de funcționarea sau utilizarea AI generative.,Pot concepe activități de evaluare în care AI generativă este folosită corect și transparent.,"Dacă apar dificultăți tehnice sau pedagogice, mă simt capabil(ă) să găsesc soluții adecvate.",Utilizarea AI generative mă ajută să pregătesc mai rapid materialele pentru lecții.,Consider că AI generativă poate îmbunătăți calitatea explicațiilor și exemplelor oferite elevilor.,Activitățile cu AI generativă pot crește implicarea elevilor în învățare.,AI generativă poate sprijini diferențierea instruirii pentru elevii cu niveluri diferite.,Consider că AI generativă poate contribui la eficientizarea evaluării și feedbackului.,Utilizarea AI generative poate reduce volumul sarcinilor administrative ale profesorului.,Mi-e teamă că elevii ar putea folosi AI generativă pentru a trișa la teme sau evaluări.,Consider că instrumentele de AI generativă pot furniza informații inexacte sau eronate.,Sunt îngrijorat(ă) că utilizarea AI generative în clasă ar putea reduce motivația elevilor de a gândi autonom.,Există riscul ca elevii să devină prea dependenți de AI pentru sarcini simple.,Cred că AI generativă poate produce conținut cu bias sau stereotipuri.,Mi-e teamă că nu există suficiente reguli clare privind folosirea AI în școală.,Utilizarea AI generative ridică probleme legate de protecția datelor elevilor.,Cred că profesorii încă nu sunt pregătiți să gestioneze provocările etice ale AI generative.,Conducerea școlii mele sprijină inițiativele legate de utilizarea AI în educație.,În școala mea există o cultură care încurajează inovația și experimentarea cu tehnologii digitale.,Școala oferă informații sau orientări clare privind utilizarea AI cu elevii.,Pot primi sprijin tehnic sau pedagogic atunci când doresc să folosesc AI generativă în activitatea didactică.,Colegii mei sunt deschiși să discute și să împărtășească experiențe privind utilizarea AI.,Intenționez să folosesc AI generativă în lecțiile mele în următoarele 6 luni.,"Voi integra AI generativă în cel puțin o activitate didactică pe săptămână, dacă voi avea posibilitatea.",Voi încuraja elevii să folosească AI generativă în mod responsabil în activitățile lor școlare.,Vreau să experimentez și să învăț metode noi de integrare a AI generative în predare.,Sunt dispus(ă) să recomand colegilor mei utilizarea AI generative în activitatea didactică.,Descrieți o situație concretă în care ați utilizat sau ați fi dorit să utilizați AI generativă la clasă.,Care sunt principalele obstacole sau îngrijorări pe care le aveți privind utilizarea AI?,Ce tip de sprijin v-ar motiva să integrați AI generativă în activitățile cu elevii?
05/03/2026 11:20:06,F,"Primar (clasele I-IV), Gimnaziu (clasele V-IX)",Limba Engleză,Mai mult de 10 ani,Localitate urbană,5,4,4,4,4,3,4,5,5,1 - În total dezacord,4,6,5,5,7 - În total acord,7 - În total acord,6,7 - În total acord,5,7 - În total acord,4,7 - În total acord,5,5,5,6,5,6,6,7 - În total acord,2,4,1 - În total dezacord,6,7 - În total acord,4,7 - În total acord,7 - În total acord,"La lecțiile de dezvoltare personală, generez fișe de lucru pentru elevii",Veridicitatea și corectitudinea informației prezentate și care este posibilul impact,Dacă ar exista mai multe formări la care aș putea participa pentru a putea utiliza corect AI
05/03/2026 11:50:08,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Limba Germană,Mai mult de 10 ani,Localitate rurală,4,2,3,2,2,3,2,2,2,3,2,2,2,3,3,3,3,3,2,4,2,3,3,4,4,4,4,3,4,1 - În total dezacord,1 - În total dezacord,2,5,4,5,5,7 - În total acord,7 - În total acord,,,
05/03/2026 12:05:41,F,"Primar (clasele I-IV), Gimnaziu (clasele V-IX)",Limba Engleză,3 - 5 ani,Localitate rurală,7 - În total acord,7 - În total acord,7 - În total acord,5,5,5,5,4,4,6,5,5,5,6,7 - În total acord,6,6,7 - În total acord,7 - În total acord,6,6,4,6,5,4,4,4,5,6,6,6,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,Aş fi dorit să o folosesc la o oră opțională ca pentru prima dată ,Nu cunosc bine să scriu promtul și aceata este cel mai mare obstacol,Să înțeleg cum se acrie corect promtul ca să pot verifica corectitudinea
05/03/2026 12:27:33,F,"Primar (clasele I-IV), Gimnaziu (clasele V-IX), Liceu (clasele X-XII)","Limba Engleză, Limba Franceză",Mai mult de 10 ani,Localitate urbană,5,3,4,3,2,1 - În total dezacord,1 - În total dezacord,3,3,5,4,3,2,4,6,5,5,5,7 - În total acord,4,7 - În total acord,5,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,4,6,4,2,7 - În total acord,5,7 - În total acord,4,6,4,La crearea PPT,"Acces la date personale,hacheri,cyberbulling,...",De toate tipurile si cunoasterea calculatorului de la zero
05/03/2026 13:12:00,F,"Primar (clasele I-IV), Gimnaziu (clasele V-IX)",Educația Fizică,Mai mult de 10 ani,Localitate rurală,2,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,2,2,3,3,5,4,3,5,4,4,6,7 - În total acord,5,7 - În total acord,4,7 - În total acord,6,5,5,3,4,2,1 - În total dezacord,5,5,6,N-am utilizat,"Nu cunosc AI,de abia încep",Mai mult practic
05/03/2026 13:27:11,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate rurală,5,7 - În total acord,7 - În total acord,6,6,6,5,5,5,5,5,5,5,5,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,6,7 - În total acord,6,6,7 - În total acord,6,5,7 - În total acord,6,6,5,6,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,Pregătirea lecțiilor zilnice,,
06/03/2026 08:56:20,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate urbană,4,4,4,4,3,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Создание презентаций ,,
06/03/2026 09:05:56,F,Gimnaziu (clasele V-IX),Limba Română,5 - 10 ani,Localitate urbană,4,4,4,4,3,3,4,3,3,3,3,3,4,3,7 - În total acord,6,5,5,5,7 - În total acord,7 - În total acord,5,6,6,6,7 - În total acord,7 - În total acord,5,5,7 - În total acord,5,4,3,7 - În total acord,5,7 - În total acord,7 - În total acord,6,elaborarea planului de lucru în cadrul proiectelor individuale sau de grup,trișarea în timpul pregătirii temelor de acasă,sugestii de utilizare productivă
06/03/2026 09:09:53,M,Liceu (clasele X-XII),Fizica,Mai mult de 10 ani,Localitate urbană,3,4,4,3,6,3,4,3,4,4,3,3,3,3,6,6,6,6,6,6,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,6,6,5,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,Pentru ai motiva pe elevi să studieze.,Nu sunt.,Exemplificarea.
06/03/2026 09:11:28,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)","Fizica, Chimia",Mai mult de 10 ani,Localitate urbană,5,5,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,6,6,7 - În total acord,7 - În total acord,6,6,7 - În total acord,7 - În total acord,7 - În total acord,3,2,2,2,2,1 - În total dezacord,2,5,6,7 - În total acord,6,7 - În total acord,4,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,,,
06/03/2026 09:16:43,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate urbană,4,3,3,2,3,3,2,2,2,2,2,2,2,3,4,6,6,6,6,6,3,5,5,5,4,3,4,3,5,5,3,2,3,7 - În total acord,7 - În total acord,5,7 - În total acord,6,Crearea activităților în Wordwall pentru integrarea acestora în lecții/,Cunoștințe sporadice în domeniul AI,M-aș bucura să culeg orice informație
06/03/2026 09:20:54,F,"Primar (clasele I-IV), Gimnaziu (clasele V-IX)","Biologia, Chimia, Învățământ Primar",Mai mult de 10 ani,Localitate rurală,4,5,5,7 - În total acord,5,6,4,4,4,4,5,4,4,4,5,7 - În total acord,7 - În total acord,4,5,5,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,5,5,5,5,3,4,4,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,,,
06/03/2026 09:35:15,F,Gimnaziu (clasele V-IX),Limba Română,Mai mult de 10 ani,Localitate rurală,7 - În total acord,5,6,5,6,7 - În total acord,7 - În total acord,7 - În total acord,4,5,5,6,7 - În total acord,7 - În total acord,6,7 - În total acord,5,6,7 - În total acord,7 - În total acord,7 - În total acord,4,6,6,7 - În total acord,5,5,4,4,5,5,5,6,5,5,5,6,5,Am creat scenarii ale activităților extracurriculare,Organizarea eficienta a timpului.,Consultanță individuală.
06/03/2026 09:35:22,F,Primar (clasele I-IV),Învățământ Primar,5 - 10 ani,Localitate urbană,5,6,5,5,5,5,4,4,5,5,5,5,5,5,6,6,6,5,6,7 - În total acord,3,5,3,6,5,4,4,5,7 - În total acord,6,6,6,7 - În total acord,6,6,5,7 - În total acord,6,Utilizez AI  practic de câte ori am nevoie.,Nu întotdeauna avem la îndemână echipament digital.,Mai multe cursuri ce țin de AI
06/03/2026 09:35:43,F,Primar (clasele I-IV),Învățământ Primar,5 - 10 ani,Localitate rurală,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,7 - În total acord,7 - În total acord,5,4,4,7 - În total acord,7 - În total acord,5,5,6,7 - În total acord,7 - În total acord,5,5,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,lectii publice,lipsa capacitatii depline de a cunoaste cum functionaeaza,toate
06/03/2026 09:35:46,F,Gimnaziu (clasele V-IX),Istoria,5 - 10 ani,Localitate urbană,5,5,5,6,5,5,5,5,6,5,6,5,5,6,6,6,6,6,6,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,5,6,5,7 - În total acord,6,7 - În total acord,5,5,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,Crearea  proiectelor de lecție,Unele date concrete corecte,"Orice onformație este utilă,dar mai ales cum să utilizez corect și responsabil AI."
06/03/2026 09:35:59,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)","Matematica, Informatica",Mai mult de 10 ani,Localitate urbană,5,5,5,4,4,4,4,5,4,4,4,3,4,4,6,5,6,5,5,6,6,5,5,6,5,6,5,6,5,4,4,4,5,6,6,4,5,7 - În total acord,,,
06/03/2026 09:36:18,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate urbană,7 - În total acord,6,6,6,7 - În total acord,6,4,6,6,6,6,7 - În total acord,6,7 - În total acord,6,7 - În total acord,6,5,6,6,7 - În total acord,6,6,6,5,6,6,6,7 - În total acord,6,5,6,7 - În total acord,6,6,6,7 - În total acord,6,Lecția de istorie - Gemeni- povestioare istorice despre domnitori.,raspunsurile pot fi parțial adevărate.,Înțelegerea mai aprofundată prin imagini vizuale.
06/03/2026 09:36:33,M,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)","Informatica, Educația Tehnologică, Robotică",5 - 10 ani,Localitate urbană,4,3,2,3,6,4,6,2,4,3,3,5,5,6,6,5,4,5,6,6,7 - În total acord,6,6,5,5,7 - În total acord,3,6,5,7 - În total acord,5,4,5,5,5,2,7 - În total acord,7 - În total acord,"Creare evaluări formative, in baza unui model proppus",Utilizarea in cadrul evaluărilor,Un regulament de utilizare al AI
06/03/2026 09:37:35,F,Gimnaziu (clasele V-IX),Matematica,Mai mult de 10 ani,Localitate urbană,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,Aplicarea unui chestionar pentru feed-back,"Materiale tehnice, informatii utile",Lectii online
06/03/2026 09:37:56,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)","Informatica, Educația Tehnologică",Mai mult de 10 ani,Localitate urbană,7 - În total acord,6,7 - În total acord,5,7 - În total acord,7 - În total acord,7 - În total acord,4,5,6,6,7 - În total acord,5,5,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,1 - În total dezacord,5,1 - În total dezacord,3,4,5,2,4,5,5,3,2,2,7 - În total acord,7 - În total acord,5,7 - În total acord,7 - În total acord,Генерация рабочих лист разных уровней сложности,Бесконтрольное и бездумное использование ИИ учениками,
06/03/2026 09:37:58,F,Liceu (clasele X-XII),Limba Română,Mai mult de 10 ani,Localitate urbană,7 - În total acord,6,6,6,7 - În total acord,6,6,6,7 - În total acord,7 - În total acord,6,6,6,5,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,6,5,5,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,"La tema „Drama lui Iona” elevii au generat imagini care reprezentau diverse ipostaze ale personajului cu Gemini, ceea ce a facut mai accesibilă receptarea textului dramatic",Cultura elevilor referitor la limita de folosire și  gestionare a AI-lui,"Educarea spiritului de analiză, interpretare, selecție a informațiilor generate cu AI"
06/03/2026 09:38:54,F,Gimnaziu (clasele V-IX),Limba Română,Mai mult de 10 ani,Localitate rurală,6,6,5,5,4,5,4,5,5,5,5,5,5,5,5,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,6,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,5,7 - În total acord,7 - În total acord,La proiectarea lecţiei.,Pot da răspunsuri eronate.,Organizarea cursurilor.
06/03/2026 09:39:19,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate urbană,5,5,4,2,2,3,4,3,3,3,2,3,4,3,4,4,5,4,5,5,5,4,4,5,4,5,4,4,4,4,4,3,4,6,7 - În total acord,5,7 - În total acord,7 - În total acord,La orele de Educație digitală,"Nu funcționează mereu. Trebuie de alcătuit sarcini diferite, așa încât să dezvolte, dar să nu fie o simplă copiere a informației.", Vreau să știu cum formulez sarcini corecte.
06/03/2026 09:41:24,F,Gimnaziu (clasele V-IX),"Geografia, Educația Tehnologică",Mai mult de 10 ani,Localitate rurală,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,2,5,3,5,6,5,6,4,6,4,3,3,3,4,4,4,4,5,5,Pentru a preda procesele și fenomenele naturale de risc.,Elevii vor fi mai demotivați de a studia materia de studii.,Formarea la elevi a competențelor de gândire logică.
06/03/2026 09:41:26,F,Gimnaziu (clasele V-IX),Biologia,Mai mult de 10 ani,Localitate rurală,6,5,6,6,5,5,5,5,5,5,5,5,5,3,7 - În total acord,6,6,6,5,6,6,6,6,6,6,6,6,6,7 - În total acord,6,6,5,7 - În total acord,6,7 - În total acord,6,7 - În total acord,6,Предстоит использовать AI на открытом творческом уроке по биологии для Декады наук,очень мало опыта ,в поиске нужной информации для уроков.
06/03/2026 09:41:50,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate urbană,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,6,6,5,5,5,6,6,7 - În total acord,6,6,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,4,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,"Utilzeze zilnic pe parcursul lecției, la una din etapele lecției ceea ce face ca lecția să fie mai dinamică și mai atractivă.",Conectarea la internetul școlii și echipament disponibil ,Cum să pot folosi mai multe platforme digitale pentru a realiza cât mai interesante activități cu elevii claselor primare
06/03/2026 09:44:43,F,Gimnaziu (clasele V-IX),Limba Română,Mai mult de 10 ani,Localitate rurală,5,5,6,7 - În total acord,4,5,3,6,7 - În total acord,4,6,5,6,4,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,4,5,7 - În total acord,7 - În total acord,4,6,6,5,5,7 - În total acord,2,1 - În total dezacord,1 - În total dezacord,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,Crearea de revistă digitală sau crearea testelor rapide.,Elevii vor utiliza AI fără ca să poată gândi critic.,"Conexiunea la internet, lupta cu utilizarea jocurilor online."
06/03/2026 09:45:01,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Informatica,Mai mult de 10 ani,Localitate rurală,5,6,4,4,5,5,5,5,5,4,4,4,4,6,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,5,7 - În total acord,7 - În total acord,6,6,7 - În total acord,6,7 - În total acord,7 - În total acord,5,5,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,"Metode de evaluare, pași concreți ","Elevii doar generează răspunsuri, nu analizează, nu interpretează ",Modele Activitați 
06/03/2026 09:46:08,F,Liceu (clasele X-XII),Chimia,Mai mult de 10 ani,Localitate urbană,2,2,2,1 - În total dezacord,2,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,2,2,2,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,2,5,5,5,4,6,6,6,6,7 - În total acord,4,7 - În total acord,7 - În total acord,6,5,4,2,2,4,6,6,6,6,6,creare de conținut video sau grafic,confidențialitatea,sprijin concret
06/03/2026 09:47:08,F,Gimnaziu (clasele V-IX),Educația Muzicală,Mai mult de 10 ani,Localitate urbană,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,predarea orelor,-,formări
06/03/2026 09:53:28,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Matematica,Mai mult de 10 ani,Localitate urbană,5,4,3,3,5,4,4,2,2,2,2,2,2,3,7 - În total acord,7 - În total acord,4,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,2,4,4,4,7 - În total acord,5,7 - În total acord,7 - În total acord,7 - În total acord,5,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,"Elaborez fise de lucru, teste, evaluari.","Nu intotdeauna reusesc sa obtin ceea ce am nevoie, poate nu stiu sa formulez corect promturi, dar uneori primesc informatie gresita","Video-uri explicative, pas cu pas"
06/03/2026 10:17:40,F,Gimnaziu (clasele V-IX),Limba Română,5 - 10 ani,Localitate urbană,3,4,4,3,2,3,3,4,3,3,4,3,3,3,5,4,4,4,4,4,4,3,4,7 - În total acord,5,4,4,4,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,5,7 - În total acord,7 - În total acord,7 - În total acord,3,La prezentari diferire de texte,pluritatea raspunsurilor,Un curs detaliat despre metodele interactive.
06/03/2026 10:17:44,F,Primar (clasele I-IV),"Limba Română, Matematica",Mai mult de 10 ani,Localitate rurală,2,2,3,3,3,3,2,2,3,3,3,3,3,4,4,3,3,4,4,4,6,6,7 - În total acord,7 - În total acord,6,6,6,6,3,4,4,3,5,4,6,3,4,4,"La ora de matematica, tema fracții,  am rugat să genereze o poveste.",Ca voi primi informații ieronte.,"Să fiu convinsă că informațiile sunt veridice, să nu duc elevii în eroare. "
06/03/2026 10:19:23,F,Gimnaziu (clasele V-IX),"Geografia, Istoria",Mai mult de 10 ani,Localitate urbană,5,4,4,3,4,3,5,4,4,3,3,3,3,4,6,5,5,5,5,5,6,6,6,6,4,6,6,6,4,5,3,3,4,5,6,4,7 - În total acord,7 - În total acord,În realizarea unui proiect,Dependenţa,Instruirea în utiluzarea corectă
06/03/2026 10:19:31,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate urbană,4,4,4,3,5,4,2,2,4,4,3,2,3,4,7 - În total acord,4,4,4,4,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,4,1 - În total dezacord,1 - În total dezacord,4,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,Pentru a preda anumite conținuturi curriculare la științe ,"Elevii își formează o dependență, iar acest lucru împiedică dezvoltarea cortexului prefontal.Riscăm să avem o societate care nu va ști să gândească critic.",Niște programe de control pariental pentru toate instrumentele AI
06/03/2026 10:19:33,F,Gimnaziu (clasele V-IX),"Geografia, Istoria",Mai mult de 10 ani,Localitate rurală,3,2,3,2,5,2,3,2,3,4,2,2,2,3,4,5,5,5,5,6,6,6,6,6,6,6,7 - În total acord,6,5,5,2,2,4,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,"Am utilizat cărți, video generate în baza informației oferite de mine, în clasele mici 5-6",puține abilități pe care le dețin,cunoașterea mai profunșă a 2-3 instrumente și ce amai mare problemă este că nu cunosc l.engleză iar lucrul cu traducătorul nu mă mulțumește 
06/03/2026 10:19:58,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate urbană,4,4,4,5,5,4,5,4,4,4,4,4,4,5,5,4,3,4,4,4,4,6,5,7 - În total acord,6,7 - În total acord,6,7 - În total acord,6,6,5,4,4,5,5,2,7 - În total acord,6,La activitatile.artistice,Nu mereu primesc ce doreac,Timpul
06/03/2026 10:20:23,F,Primar (clasele I-IV),Educatie timpurie,Mai mult de 10 ani,Localitate rurală,4,3,4,4,4,3,6,4,6,5,4,4,3,5,5,4,4,4,4,5,4,4,3,5,4,4,5,7 - În total acord,4,4,3,3,4,4,5,3,6,4,,,
06/03/2026 10:23:21,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Chimia,Mai mult de 10 ani,Localitate urbană,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,4,4,3,4,4,5,5,6,7 - În total acord,4,5,5,7 - În total acord,4,3,4,3,5,6,5,5,7 - În total acord,7 - În total acord,Realizarea proiectelor,Nu cunosc bine modul de utilizare,cursur clare 
06/03/2026 10:23:30,F,Primar (clasele I-IV),Arte decorative/LEGO,Mai mult de 10 ani,Localitate urbană,2,2,2,1 - În total dezacord,1 - În total dezacord,2,2,2,2,2,2,1 - În total dezacord,4,7 - În total acord,7 - În total acord,2,1 - În total dezacord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,3,3,2,2,3,1 - În total dezacord,3,3,4,4,"La proiectarea unul mini robot din piesele LEGO , care mișcă mâinele și picioarele.
",Dependența de utilizare continuă al AI.,Ustensilele necesare atât pentru profesor și elevi.
06/03/2026 10:24:37,F,Gimnaziu (clasele V-IX),"Matematica, Fizica",Mai mult de 10 ani,Localitate rurală,4,4,4,3,3,3,2,3,3,4,3,2,2,2,3,6,4,4,4,5,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,2,3,2,2,2,5,6,6,5,6,"Am solicitat exemple/metode diferite de rezolvare a unor probleme, scenarii de activități STEAM.",Informațiile sunt greșite,Mentorat
06/03/2026 15:21:32,M,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Chimia,Mai mult de 10 ani,Localitate rurală,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,5,5,5,2,3,3,5,4,5,4,5,6,6,4,3,3,6,5,6,6,6,Alcătuirea evaluărilor,Lipsa timpului,Sprigin mentorial
25/03/2026 15:29:12,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Biologia,Mai mult de 10 ani,Localitate urbană,4,5,5,5,5,5,4,3,4,5,5,5,5,6,7 - În total acord,6,3,3,6,7 - În total acord,7 - În total acord,5,6,6,4,6,5,5,5,7 - În total acord,6,6,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,"proiectarea demersului didactic, prezentare, rezumat, evaluare, studii de caz,etc",că elevii trișază,reguli stricte de a lucra elevii la lecții doar cu acordul profesorului
16/04/2026 10:53:08,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)","Geografia, Istoria",Mai mult de 10 ani,Localitate rurală,4,4,4,3,3,4,3,3,3,3,3,3,3,3,4,3,4,3,3,4,6,4,5,6,4,5,4,3,5,5,4,4,4,6,4,4,5,4,La lecții ,Dispozitive insuficiente,Teoretic și practic
16/04/2026 10:54:50,F,"Primar (clasele I-IV), Gimnaziu (clasele V-IX)","Limba Română, Învățământ Primar",Mai mult de 10 ani,Localitate rurală,5,7 - În total acord,7 - În total acord,6,6,5,5,5,6,5,7 - În total acord,5,4,4,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,5,5,5,7 - În total acord,5,5,5,5,5,7 - În total acord,6,5,5,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,Activități pentru captarea atenției ,Producerea dependentei ,Instruiri
16/04/2026 10:55:15,F,Liceu (clasele X-XII),Limba Română,Mai mult de 10 ani,Localitate urbană,5,5,4,4,4,4,3,4,4,5,4,4,5,4,6,5,5,6,5,5,6,4,6,6,3,6,4,6,4,5,6,4,6,6,5,5,7 - În total acord,7 - În total acord,"AI mă ajută la toate tipurile de activități, îmi oferă sugestii interesante.",Demotivarea elevilor de a gândi singuri,-
16/04/2026 10:55:50,F,"Primar (clasele I-IV), Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Limba Română,Mai mult de 10 ani,Localitate urbană,5,5,5,4,5,5,4,4,4,4,4,4,4,4,6,6,6,5,5,5,6,5,6,6,6,6,6,6,5,5,5,5,5,7 - În total acord,7 - În total acord,6,7 - În total acord,6,-,-,-
16/04/2026 10:56:02,F,Gimnaziu (clasele V-IX),Biologia,5 - 10 ani,Localitate urbană,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6,6,,,
